"","X","court_index_number","docket_number","eviction_address","eviction_apartment_number","executed_date","marshal_first_name","marshal_last_name","residential_commercial","borough","eviction_postcode","ejectment","eviction_legal_possession","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta","year"
"383",24988,"13112/17",33272,"77 TOMPKINS AVENUE","15K","2018-09-10","Bruce","Kemp","Residential","BROOKLYN",11206,"Not an Ejectment","Eviction",40.696995,-73.946591,3,36,25902,3324252,3017400001,"Bedford",2018
"384",25074,"806433/17",101331,"2745 SCHLEY AVENUE","7F","2019-06-14","Darlene","Barone","Residential","BRONX",10465,"Not an Ejectment","Eviction",40.822089,-73.82619,10,13,144,2091481,2055670001,"Schuylerville-Throgs Neck-Edgewater Park",2019
"385",25147,"21593/18",156897,"393 POWELL STREET","25F","2019-03-12","Ronald","Pazant","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.66482,-73.902724,16,42,910,3328133,3037970001,"Brownsville",2019
"386",25232,"012961/14",109523,"1390 5TH AVE","08J","2017-05-04","Maxine","Chevlowe","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.799512,-73.947314,10,9,186,1083316,1015960001,"Central Harlem South",2017
"387",25272,"18762/15",3901,"101 HUMBOLDT STREET","07H","2017-12-11","Frank","Siracusa","Residential","BROOKLYN",11206,"Not an Ejectment","Eviction",40.704771,-73.941066,1,34,493,3071354,3030800040,"Bushwick South",2017
"388",25364,"10562/19",25583,"81 JERSEY STREET","02K","2020-01-31","Edward","Guida","Residential","STATEN ISLAND",10301,"Not an Ejectment","Eviction",40.645584,-74.087911,1,49,7,5108499,5000510030,"West New Brighton-New Brighton-St. George",2020
"389",25438,"323842/23",40383,"300 CHERRY STREET","11C","2024-12-02","Edward","Guida","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.711458,-73.987639,3,1,6,1077517,1002560001,"Lower East Side",2024
"390",25526,"22777/17",33204,"212 THROOP AVENUE","15J","2019-01-09","Bruce","Kemp","Residential","BROOKLYN",11206,"Not an Ejectment","Eviction",40.697073,-73.943738,3,36,25902,3324255,3017400001,"Bedford",2019
"391",25546,"019817/19",31096,"162 TROY AVENUE","05F","2024-08-13","Gary","Rose","Residential","BROOKLYN",11213,"Not an Ejectment","Eviction",40.673975,-73.93623,8,36,343,3324617,3013520080,"Crown Heights North",2024
"392",25551,"13113/17*",32854,"919 MYRTLE AVENUE","07J","2018-01-10","Bruce","Kemp","Residential","BROOKLYN",11206,"Not an Ejectment","Eviction",40.695866,-73.945027,3,36,25902,3324250,3017400001,"Bedford",2018
"393",25655,"806909/15",341305,"730 EAST 163RD STREET","02A","2018-09-12","Thomas","Bia","Residential","BRONX",10456,"Not an Ejectment","Eviction",40.823092,-73.90474,3,16,133,2091960,2026380090,"Morrisania-Melrose",2018
"394",25847,"808916/15",77028,"1551 UNIVERSITY AVEN UE","9E","2017-12-13","Ileana","Rivera","Residential","BRONX",10453,"Not an Ejectment","Eviction",40.846089,-73.921695,5,16,20501,2092105,2028770001,"University Heights-Morris Heights",2017
"395",25891,"210803/15",102396,"40 PALADINO AVE","03C","2017-05-16","Maxine","Chevlowe","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.799714,-73.930215,11,8,192,1081293,1018080001,"East Harlem North",2017
"396",26109,"11773/17",85366,"190 YORK STREET","11F","2017-09-07","Robert","Solimine","Residential","BROOKLYN",11201,"Not an Ejectment","Eviction",40.701376,-73.983453,2,35,23,3325904,3000680001,"DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill",2017
"397",26225,"811386/16",101026,"1715 LACOMBE AVENUE","03E","2019-01-11","Darlene","Barone","Residential","BRONX",10473,"Not an Ejectment","Eviction",40.814489,-73.865649,9,18,20,2092605,2035150001,"Soundview-Castle Hill-Clason Point-Harding Park",2019
"398",26251,"10155/18",76701,"218 BROAD ST.","3M","2018-09-28","Kenneth","Giachetta","Residential","STATEN ISLAND",10304,"Not an Ejectment","Eviction",40.623888,-74.081802,1,49,29,5108859,5005450100,"Stapleton-Rosebank",2018
"399",26374,"210583/17",5493,"39 CENTRE MALL","04A","2018-05-18","Frank","Siracusa","Residential","BROOKLYN",11231,"Not an Ejectment","Eviction",40.675648,-74.006165,6,38,85,3332216,3005380001,"Carroll Gardens-Columbia Street-Red Hook",2018
"400",26441,"B801430/16",369237,"205 ALEXANDER AVENUE","17A","2018-02-01","Richard","McCoy","Residential","BRONX",10454,"Not an Ejectment","Eviction",40.808909,-73.925994,1,8,23,2091140,2023110001,"Mott Haven-Port Morris",2018
"401",26598,"13397/17",151878,"225 DIVISION AVENUE","13A","2017-10-19","Ronald","Pazant","Residential","BROOKLYN",11211,"Not an Ejectment","Eviction",40.707348,-73.959275,1,33,525,3251682,3021410019,"North Side-South Side",2017
"402",26640,"10173/17",5728,"2945-49 WEST 23 ST","14D","2018-08-22","Frank","Siracusa","Residential","BROOKLYN",11224,"Not an Ejectment","Eviction",40.575103,-73.989885,13,47,326,3189543,3070570012,"Seagate-Coney Island",2018
"403",26657,"13200/18",155017,"672 RALPH AVENUE","03B","2019-10-07","Ronald","Pazant","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.666427,-73.922598,16,41,900,3080789,3035080042,"Brownsville",2019
"404",26666,"89270/19",29996,"987 BEDFORD AVENUE ENTIRE GROUND FLOOR","1","2022-03-25","Gary","Rose","Residential","BROOKLYN",11205,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2022
"405",26758,"10419/17",10094,"40-05 10TH STREET","5B","2017-12-06","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.756808,-73.944413,1,26,25,4433383,4004700100,"Queensbridge-Ravenswood-Long Island City",2017
"406",26768,"018055/17",113669,"436 WEST 27TH DR","09E","2018-07-19","Maxine","Chevlowe","Residential","MANHATTAN",10001,"Not an Ejectment","Eviction",40.749773,-74.001252,4,3,97,1012827,1007240010,"Hudson Yards-Chelsea-Flatiron-Union Square",2018
"407",26776,"802376/17",104049,"2255 BRONXWOOD AVE","04E","2018-03-16","Darlene","Barone","Residential","BRONX",10469,"Not an Ejectment","Eviction",40.859323,-73.861773,11,13,328,2093363,2043490001,"Bronxdale",2018
"408",26887,"56433/19",10729,"92-98 NAGLE AVENUE - GROUND FLOOR STORE #4","","2019-04-23","Robert","Renzulli","Commercial","MANHATTAN",10040,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2019
"409",26909,"309446/22",111325,"393 POWELL STREET","25C","2023-10-12","Henry","Daley","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.66482,-73.902724,16,42,910,3328133,3037970001,"Brownsville",2023
"410",26932,"808478/17",80654,"1815 STORY AVENUE","05A","2019-08-22","Henry","Daley","Residential","BRONX",10473,"Not an Ejectment","Eviction",40.823496,-73.86416,9,18,42,2092762,2036630001,"Soundview-Castle Hill-Clason Point-Harding Park",2019
"411",27015,"807333/17",101945,"680 BALCOM AVE","04G","2019-06-14","Darlene","Barone","Residential","BRONX",10465,"Not an Ejectment","Eviction",40.822742,-73.827496,10,13,144,2091488,2055670001,"Schuylerville-Throgs Neck-Edgewater Park",2019
"412",27045,"210044/17",108962,"40 PALADINO AVE","04G","2019-09-11","Maxine","Chevlowe","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.799714,-73.930215,11,8,192,1081293,1018080001,"East Harlem North",2019
"413",27113,"010080\17",68868,"208 LOCKMAN AVENUE","02C","2017-10-05","Steven","Powell","Residential","STATEN ISLAND",10303,"Not an Ejectment","Eviction",40.63195,-74.161711,1,49,31901,5109119,5012450001,"Mariner's Harbor-Arlington-Port Ivory-Graniteville",2017
"414",27176,"15612/16",336360,"249 WEST 61ST STREET","1D","2017-12-04","Thomas","Bia","Residential","MANHATTAN",10023,"Not an Ejectment","Eviction",40.772208,-73.987952,7,6,151,1082584,1011540101,"Lincoln Square",2017
"415",27227,"807709/18",92257,"2175 REEDS MILL LANE","07A","2019-04-26","Ileana","Rivera","Residential","BRONX",10475,"Not an Ejectment","Eviction",40.882067,-73.83221,12,12,46202,2093877,2052630070,"Co-op City",2019
"416",27311,"22588/16",60183,"393 DUMONT AVENUE","08D","2018-02-16","Howard","Schain","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.664767,-73.904901,16,41,910,3328045,3037770001,"Brownsville",2018
"417",27316,"15464/18",115259,"1390 5TH AVENUE","13A","2019-01-15","Maxine","Chevlowe","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.799512,-73.947314,10,9,186,1083316,1015960001,"Central Harlem South",2019
"418",27331,"805335/2017",18508,"16 - CLASON POINT LANE NORTH","00B","2018-06-01","Charles","Marchisotto","Residential","BRONX",10473,"Not an Ejectment","Eviction",NA,NA,NA,NA,NA,NA,NA,"",2018
"419",27450,"802668/19",115685,"721 TINTON AVENUE","5E","2019-09-06","Darlene","Barone","Residential","BRONX",10455,"Not an Ejectment","Eviction",40.817161,-73.905077,1,17,79,2091978,2026540002,"Melrose South-Mott Haven North",2019
"420",27526,"211295/16",66507,"1960 PARK AVE","05C","2017-06-28","Henry","Daley","Residential","MANHATTAN",10037,"Not an Ejectment","Eviction",40.809623,-73.935754,11,9,210,1081118,1017570020,"East Harlem North",2017
"421",27620,"18454/18",33900,"1830 FIRST AVENUE","10J","2019-11-25","Bruce","Kemp","Residential","MANHATTAN",10128,"Not an Ejectment","Eviction",40.782381,-73.945342,8,5,152,1082366,1015730001,"Yorkville",2019
"422",27665,"301204/23",111477,"2123 MADISON AVENUE","04A","2023-12-04","Henry","Daley","Residential","MANHATTAN",10037,"Not an Ejectment","Eviction",40.810974,-73.936811,11,9,210,1081123,1017570020,"East Harlem North",2023
"423",27728,"79295/18",10801,"1864 7TH AVENUE AKA 1864 ADAM CLAYTON POWELL JR. BLVD. APARTMENT #1","1","2019-04-23","Robert","Renzulli","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.801395,-73.953868,10,9,216,1055157,1018290029,"Central Harlem South",2019
"424",27739,"18867/18",116395,"21 WEST 112TH STREET","08E","2019-11-21","Maxine","Chevlowe","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.798525,-73.94924,10,9,186,1083310,1015960001,"Central Harlem South",2019
"425",27775,"18480/16",68400,"2979 EIGHTH AVENUE","23F","2017-06-07","Henry","Daley","Residential","MANHATTAN",10039,"Not an Ejectment","Eviction",40.830365,-73.936398,10,9,24302,1084520,1021060003,"Central Harlem North-Polo Grounds",2017
"426",27780,"15946/16",149600,"698 RALPH AVENUE","01B","2017-11-01","Ronald","Pazant","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.665718,-73.922422,16,41,900,3080792,3035080054,"Brownsville",2017
"427",27855,"11910/16",203314,"12-15 36TH AVENUE","04H","2018-02-14","Richard","Capuano","Residential","QUEENS",11106,"Not an Ejectment","Eviction",40.760769,-73.939021,1,26,43,4430687,4003320002,"Queensbridge-Ravenswood-Long Island City",2018
"428",27858,"11931/16",199576,"82-02 ROCKAWAY BEACH BLVD","06B","2017-03-20","Richard","Capuano","Residential","QUEENS",11693,"Not an Ejectment","Eviction",40.587886,-73.808534,14,31,94202,4463573,4161140002,"Hammels-Arverne-Edgemere",2017
"429",27911,"11276/19",117547,"182 SAINT NICHOLAS  AVENUE","#2C","2019-12-12","Maxine","Chevlowe","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.805962,-73.952803,10,9,220,1058446,1019250015,"Central Harlem South",2019
"430",28153,"16237/17",340592,"136 WEST 91ST STREET","06G","2019-02-08","Thomas","Bia","Residential","MANHATTAN",10024,"Not an Ejectment","Eviction",40.790433,-73.971676,7,6,177,1077129,1012210007,"Upper West Side",2019
"431",28200,"21082/16-2",21749,"5905 GLENWOOD ROAD","1E","2017-06-13","Gary","Rose","Residential","BROOKLYN",11234,"Not an Ejectment","Eviction",40.633943,-73.919706,18,45,94402,3331021,3079780001,"Flatlands",2017
"432",28205,"324992/22",64246,"330 FROST STREET","3C","2023-09-18","Howard","Schain","Residential","BROOKLYN",11211,"Not an Ejectment","Eviction",40.719174,-73.938575,1,34,449,3327830,3028670001,"East Williamsburg",2023
"433",28245,"18090/19",87192,"86 CARLTON AVE","02E","2020-03-12","Robert","Solimine","Residential","BROOKLYN",11205,"Not an Ejectment","Eviction",40.695152,-73.973321,2,35,18501,3335250,3020410001,"Fort Greene",2020
"434",28268,"11445/18",114288,"930 E 4TH WALK","13H","2018-10-09","Maxine","Chevlowe","Residential","MANHATTAN",10009,"Not an Ejectment","Eviction",40.720695,-73.976526,3,2,20,1078057,1003560001,"Lower East Side",2018
"435",28275,"16627/16/2",85533,"401 MORGAN AVENUE","07H","2017-12-05","Robert","Solimine","Residential","BROOKLYN",11211,"Not an Ejectment","Eviction",40.717914,-73.936877,1,34,449,3332784,3028670001,"East Williamsburg",2017
"436",28321,"23953/09",5922,"41-03 10TH ST","04A","2017-11-01","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.755601,-73.945717,1,26,25,4433391,4004650100,"Queensbridge-Ravenswood-Long Island City",2017
"437",28346,"8008/17",326135,"10 PENNYFIELD AVENUE","13-2","2017-05-03","John","Villanueva","Residential","BRONX",10465,"Not an Ejectment","Eviction",40.809205,-73.802172,10,13,118,2128189,2055297502,"Schuylerville-Throgs Neck-Edgewater Park",2017
"438",28395,"810070/17",86454,"156 WEST 174TH STREE T","8B","2018-08-27","Ileana","Rivera","Residential","BRONX",10453,"Not an Ejectment","Eviction",40.847396,-73.922412,5,16,20501,2092107,2028770001,"University Heights-Morris Heights",2018
"439",28401,"211744/15",64770,"70 EAST 115TH STREET","05H","2017-04-18","Henry","Daley","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.798844,-73.944313,11,8,184,1080643,1016200023,"East Harlem North",2017
"440",28421,"22322/16",151123,"495 FOUNTAIN AVENUE","01B","2017-08-17","Ronald","Pazant","Residential","BROOKLYN",11208,"Not an Ejectment","Eviction",40.667854,-73.872681,5,42,1210,3337041,3042920061,"East New York",2017
"441",28457,"12531/18",113375,"344 EAST 28TH STREET","17F","2019-02-26","Maxine","Chevlowe","Residential","MANHATTAN",10016,"Not an Ejectment","Eviction",40.740296,-73.976952,6,2,66,1020611,1009330025,"Murray Hill-Kips Bay",2019
"442",28468,"18592/18",352618,"211F WEST 151ST STREET","4B","2019-04-25","Thomas","Bia","Residential","MANHATTAN",10039,"Not an Ejectment","Eviction",40.825595,-73.936674,10,9,236,1084155,1020370011,"Central Harlem North-Polo Grounds",2019
"443",28499,"12396/18",345543,"1945 AMSTERDAM AVENUE","20G","2018-07-12","Thomas","Bia","Residential","MANHATTAN",10032,"Not an Ejectment","Eviction",40.832498,-73.942294,12,7,239,1062490,1021070059,"Washington Heights South",2018
"444",28500,"210716/16",5086,"116 MILL STREET","2E","2017-10-06","Frank","Siracusa","Residential","BROOKLYN",11231,"Not an Ejectment","Eviction",40.675307,-74.002419,6,38,85,3332219,3005380001,"Carroll Gardens-Columbia Street-Red Hook",2017
"445",28530,"300038/23",32491,"16 MILL STREET","01A","2023-12-04","Edward","Guida","Residential","BROOKLYN",11231,"Not an Ejectment","Eviction",40.676348,-74.006118,6,38,85,3332221,3005380001,"Carroll Gardens-Columbia Street-Red Hook",2023
"446",28552,"11719/18",86202,"3309 SURF AVENUE","06D","2018-10-11","Robert","Solimine","Residential","BROOKLYN",11224,"Not an Ejectment","Eviction",40.572847,-73.999402,13,47,342,3321765,3070470014,"Seagate-Coney Island",2018
"447",28648,"12845/18",19997,"116-30 GUY R. BREWER BLVD","01H","2019-02-04","Edward","Guida","Residential","QUEENS",11434,"Not an Ejectment","Eviction",40.686109,-73.784108,12,28,278,4529903,4122350022,"Baisley Park",2019
"448",28661,"11618/18*",33612,"435 EAST 102ND ST","4C","2019-04-01","Bruce","Kemp","Residential","MANHATTAN",10029,"Not an Ejectment","Eviction",40.786603,-73.940821,11,8,162,1083942,1016960001,"East Harlem South",2019
"449",28679,"805000/16",64982,"800 SOUNDVIEW AVENUE","11A","2017-06-06","Henry","Daley","Residential","BRONX",10473,"Not an Ejectment","Eviction",40.821055,-73.865777,9,18,42,2092749,2036370001,"Soundview-Castle Hill-Clason Point-Harding Park",2017
"450",28848,"17351/16",4783,"300 STONE AVE","05B","2017-06-02","Jeffrey","Rose","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.672031,-73.907483,16,41,906,3339441,3034890001,"Brownsville",2017
"451",28888,"17108/16",58077,"87 MONUMENT WALK","02C","2017-06-05","Justin","Grossman","Residential","BROOKLYN",11205,"Not an Ejectment","Eviction",40.69411,-73.978897,2,35,2901,3345036,3020340001,"Fort Greene",2017
"452",28934,"12862/17",60339,"5945 SHORE PARKWAY","03I","2018-06-15","Howard","Schain","Residential","BROOKLYN",11236,"Not an Ejectment","Eviction",40.631781,-73.884902,18,46,1034,3331438,3083290225,"Canarsie",2018
"453",28940,"11845/16",105935,"288 TENTH AVE","08B","2017-04-28","Maxine","Chevlowe","Residential","MANHATTAN",10001,"Not an Ejectment","Eviction",40.75005,-74.002436,4,3,97,1083582,1007240001,"Hudson Yards-Chelsea-Flatiron-Union Square",2017
"454",28952,"15235/18",114819,"466 WEST 26TH STREET","#03A","2019-02-04","Maxine","Chevlowe","Residential","MANHATTAN",10001,"Not an Ejectment","Eviction",40.74943,-74.002422,4,3,93,1083578,1007230001,"Hudson Yards-Chelsea-Flatiron-Union Square",2019
"455",28960,"13022/18",24306,"136-10 LATIMER PLACE","09K","2019-10-17","Edward","Guida","Residential","QUEENS",11354,"Not an Ejectment","Eviction",40.766595,-73.831295,7,20,88901,4443409,4049510008,"Flushing",2019
"456",29108,"12591/17",203714,"34-50 24TH STREET","01C","2018-03-09","Richard","Capuano","Residential","QUEENS",11106,"Not an Ejectment","Eviction",40.76099,-73.932216,1,26,47,4430852,4005590002,"Astoria",2018
"457",29143,"313193/23",32786,"927 DEKALB AVE.","10C","2024-02-02","Edward","Guida","Residential","BROOKLYN",11221,"Not an Ejectment","Eviction",40.692841,-73.9387,3,36,281,3324969,3015970001,"Stuyvesant Heights",2024
"458",29332,"301738/23",6794,"1841 FULTON STREET","01C","2023-06-09","Jeffrey","Rose","Residential","BROOKLYN",11233,"Not an Ejectment","Eviction",40.679021,-73.924259,3,41,381,3325172,3016880001,"Crown Heights North",2023
"459",29479,"12581/16",31451,"1506 STERLING PLACE","2C","2017-03-21","Bruce","Kemp","Residential","BROOKLYN",11213,"Not an Ejectment","Eviction",40.67136,-73.92894,8,36,349,3036861,3013790031,"Crown Heights North",2017
"460",29487,"17567/16",330922,"159-44 HARLEM RIVER DRIVE","14H","2017-04-10","Thomas","Bia","Residential","MANHATTAN",10039,"Not an Ejectment","Eviction",40.833741,-73.93547,10,9,24302,1084184,1021060320,"Central Harlem North-Polo Grounds",2017
"461",29499,"14555/17",156323,"2058 UNION STREET","2D","2019-12-11","Ronald","Pazant","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.66613,-73.921538,16,41,900,3080818,3035090059,"Brownsville",2019
"462",29527,"802470/16",90712,"680 BALCOM AVENUE","7E","2017-04-28","Darlene","Barone","Residential","BRONX",10465,"Not an Ejectment","Eviction",40.822742,-73.827496,10,13,144,2091488,2055670001,"Schuylerville-Throgs Neck-Edgewater Park",2017
"463",29662,"13674/17",204546,"82-03 HAMMELS BLVD","03C","2018-08-30","Richard","Capuano","Residential","QUEENS",11693,"Not an Ejectment","Eviction",40.589951,-73.809321,14,31,94202,4436313,4161140002,"Hammels-Arverne-Edgemere",2018
"464",29675,"17181/17",78182,"88 MONUMENT WALK","1D","2018-05-18","Justin","Grossman","Residential","BROOKLYN",11205,"Not an Ejectment","Eviction",40.694305,-73.979117,2,35,2901,3335229,3020340001,"Fort Greene",2018
"465",29731,"11000*/16",33583,"549 FDR DRIVE","7C","2019-04-08","Bruce","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.716345,-73.975979,3,2,1002,1078029,1003230001,"Lower East Side",2019
"466",29855,"13914/17",110399,"344 EAST 28TH ST","15E","2018-06-18","Maxine","Chevlowe","Residential","MANHATTAN",10016,"Not an Ejectment","Eviction",40.740296,-73.976952,6,2,66,1020611,1009330025,"Murray Hill-Kips Bay",2018
"467",29935,"12959/17",203407,"65-28 PARSONS BLVD","04A","2019-03-25","Richard","Capuano","Residential","QUEENS",11365,"Not an Ejectment","Eviction",40.735133,-73.810608,8,24,122702,4455417,4067920030,"Pomonok-Flushing Heights-Hillcrest",2019
"468",29952,"300048/23",32690,"451 COLUMBIA STREET","06C","2023-12-04","Edward","Guida","Residential","BROOKLYN",11231,"Not an Ejectment","Eviction",40.676855,-74.006637,6,38,85,3332069,3005380001,"Carroll Gardens-Columbia Street-Red Hook",2023
"469",30367,"15466/16",20824,"5804 FARRAGUT ROAD","03E","2017-04-18","Gary","Rose","Residential","BROOKLYN",11234,"Not an Ejectment","Eviction",40.636713,-73.920632,18,45,94402,3339410,3079780001,"Flatlands",2017
"470",30413,"10592/16",30685,"2660 8TH AVENUE","21F","2017-08-08","Bruce","Kemp","Residential","MANHATTAN",10030,"Not an Ejectment","Eviction",40.820469,-73.943637,10,9,230,1086080,1020270001,"Central Harlem North-Polo Grounds",2017
"471",30444,"11414/16",7833,"133-20 ROOSEVELT AVENUE","10E","2018-04-20","Edward","Guida","Residential","QUEENS",11354,"Not an Ejectment","Eviction",40.758403,-73.833514,7,20,871,4443446,4050370008,"Flushing",2018
"472",30462,"20222/17",86460,"671 WILLOUGHBY AVE","2A","2019-06-19","Robert","Solimine","Residential","BROOKLYN",11206,"Not an Ejectment","Eviction",40.694671,-73.942327,3,36,283,3048928,3017610063,"Stuyvesant Heights",2019
"473",30529,"210138/14",107455,"505 EAST 120TH ST","5B","2017-03-13","Maxine","Chevlowe","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.797582,-73.931095,11,8,192,1081286,1018080001,"East Harlem North",2017
"474",30656,"11297/17",10797,"40-07 12TH STREET","02D","2018-05-23","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.755874,-73.942985,1,26,25,4595587,4004700200,"Queensbridge-Ravenswood-Long Island City",2018
"475",30686,"13862/16",31733,"2698 8TH AVENUE","08E","2018-07-02","Bruce","Kemp","Residential","MANHATTAN",10030,"Not an Ejectment","Eviction",40.821706,-73.94273,10,9,232,1060431,1020290001,"Central Harlem North-Polo Grounds",2018
"476",30716,"212069/17",112802,"445 EAST 120TH ST","06B","2018-05-04","Maxine","Chevlowe","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.797898,-73.93185,11,8,192,1081287,1018080001,"East Harlem North",2018
"477",30734,"325086/22",110720,"335 SUTTER AVENUE","14C","2024-10-30","Henry","Daley","Residential","BROOKLYN",11212,"Not an Ejectment","Eviction",40.66759,-73.90719,16,41,906,3333398,3035260021,"Brownsville",2024
"478",30859,"302208/23",19145,"20 EXCHANGE PLACE APT. 511","511","2024-02-09","Robert","Renzulli","Residential","MANHATTAN",10005,"Not an Ejectment","Eviction",40.705634,-74.009378,1,1,7,1000830,1000277502,"Battery Park City-Lower Manhattan",2024
"479",30932,"11902/18",113220,"466 E 10TH ST","03C","2019-02-07","Maxine","Chevlowe","Residential","MANHATTAN",10009,"Not an Ejectment","Eviction",40.724384,-73.974428,3,2,24,1077538,1003620010,"Lower East Side",2019
"480",30960,"14520/17",111987,"427 WEST 26TH ST","04B","2019-05-07","Maxine","Chevlowe","Residential","MANHATTAN",10001,"Not an Ejectment","Eviction",40.749056,-74.00148,4,3,97,1012828,1007240015,"Hudson Yards-Chelsea-Flatiron-Union Square",2019
"481",31056,"310792/23",18051,"649 WEST 184TH STREET APT 1C","1C","2023-10-24","Robert","Renzulli","Residential","MANHATTAN",10033,"Not an Ejectment","Eviction",40.851764,-73.934018,12,10,271,1063987,1021670027,"Washington Heights North",2023
"482",31073,"210582/17",115924,"70 PALADINO AVENUE","03A","2019-06-18","Maxine","Chevlowe","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.798421,-73.929726,11,8,192,1081288,1018080001,"East Harlem North",2019
"483",31085,"300261/23",30983,"780 HENDERSON AVE.","01H","2023-07-21","Edward","Guida","Residential","STATEN ISLAND",10310,"Not an Ejectment","Eviction",40.636864,-74.118165,1,49,13301,5095815,5001960001,"West New Brighton-New Brighton-St. George",2023
"484",31247,"13703/15",12545,"159-06 109TH AVE","2A","2017-09-28","Edward","Guida","Residential","QUEENS",11433,"Not an Ejectment","Eviction",40.693859,-73.792709,12,28,260,4435249,4121480100,"South Jamaica",2017
"485",31508,"807257/17",100841,"1057 BOYNTON AVE","05F","2019-07-12","Darlene","Barone","Residential","BRONX",10472,"Not an Ejectment","Eviction",40.825364,-73.877478,9,18,5001,2023475,2037140036,"Soundview-Bruckner",2019
"486",31539,"302089/23",19703,"350 EAST 124TH STREET APT #16H","16H","2024-05-28","Robert","Renzulli","Residential","MANHATTAN",10035,"Not an Ejectment","Eviction",40.801536,-73.933081,11,8,194,1081282,1017970001,"East Harlem North",2024
"487",31604,"10058/16",322213,"825 COLUMBUS AVENUE","17D","2017-03-30","Thomas","Bia","Residential","MANHATTAN",10025,"Not an Ejectment","Eviction",40.795701,-73.965437,7,7,189,1081298,1018360001,"Upper West Side",2017
"488",31688,"321362/23",1312,"17 JACKSON STREET","03C","2024-05-17","Charles","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.713516,-73.98086,3,2,202,1083394,1002600075,"Lower East Side",2024
"489",31783,"10920/18",33634,"50 COLUMBIA STREET","13B","2019-06-18","Bruce","Kemp","Residential","MANHATTAN",10002,"Not an Ejectment","Eviction",40.71648,-73.980553,3,2,1002,1078039,1003230001,"Lower East Side",2019
"490",31925,"11311/19",23744,"40-03 VERNON BLVD.","06C","2019-10-16","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.757753,-73.945871,1,26,25,4433369,4004700001,"Queensbridge-Ravenswood-Long Island City",2019
"491",31995,"16515/19",359030,"80 AMSTERDAM AVENUE","12E","2020-02-10","Thomas","Bia","Residential","MANHATTAN",10023,"Not an Ejectment","Eviction",40.772899,-73.985808,7,6,151,1082576,1011540101,"Lincoln Square",2020
"492",31998,"10743/18",17527,"41-14 VERNON BLVD","05A","2019-05-02","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.755125,-73.948537,1,26,25,4433409,4004650001,"Queensbridge-Ravenswood-Long Island City",2019
"493",32022,"81806/17",341219,"200 WEST 113TH STREET","G6","2018-08-20","Thomas","Bia","Residential","MANHATTAN",10026,"Not an Ejectment","Eviction",40.8014,-73.954222,10,9,216,1055119,1018280034,"Central Harlem South",2018
"494",32152,"15284/16",149403,"375 FOUNTAIN AVENUE","03B","2017-02-01","Ronald","Pazant","Residential","BROOKLYN",11208,"Not an Ejectment","Eviction",40.670229,-73.874061,5,42,1210,3337025,3042920061,"East New York",2017
"495",32476,"210192/17",5951,"458 COLUMBIA STREET","1C","2019-05-31","Frank","Siracusa","Residential","BROOKLYN",11231,"Not an Ejectment","Eviction",40.675939,-74.007095,6,38,85,3326976,3005330001,"Carroll Gardens-Columbia Street-Red Hook",2019
"496",32536,"19597/16",31943,"2698 8TH AVENUE","15L","2018-07-02","Bruce","Kemp","Residential","MANHATTAN",10030,"Not an Ejectment","Eviction",40.821706,-73.94273,10,9,232,1060431,1020290001,"Central Harlem North-Polo Grounds",2018
"497",32552,"11995/16",5563,"41-14 10TH STREET","01A","2018-10-31","Edward","Guida","Residential","QUEENS",11101,"Not an Ejectment","Eviction",40.755477,-73.945837,1,26,25,4595570,4004650100,"Queensbridge-Ravenswood-Long Island City",2018
